code,name,type,vintage,bottleprice,caseprice,class
382,Don,Turquoise,1910-07-30 16:27:19,$644.34,$112.80,762
383,Carmelle,Yellow,1912-01-26 15:00:53,$673.66,$922.74,368
384,Monroe,Teal,1901-10-04 15:09:39,$123.25,$540.33,503
385,Gareth,Puce,1924-03-23 23:50:56,$777.32,$454.42,508
386,Garner,Indigo,1992-01-13 08:31:38,$625.41,$918.77,663
387,Norean,Puce,1940-11-04 17:06:57,$601.81,$376.21,833
388,Dulcia,Khaki,1941-07-18 15:52:16,$568.41,$375.38,253
389,Lauren,Mauv,1974-05-18 03:16:52,$534.88,$363.03,477
390,Godfry,Turquoise,1983-02-28 19:51:55,$457.70,$994.97,519
391,Evelyn,Aquamarine,1949-05-31 09:38:25,$766.19,$804.75,770
392,Carmita,Blue,1967-06-30 23:32:41,$225.46,$186.84,119
393,Tommi,Turquoise,2005-02-03 08:56:48,$550.86,$882.15,849
394,Lusa,Crimson,1970-03-30 14:38:35,$142.40,$338.41,629
395,Jarrid,Crimson,1926-02-08 23:27:58,$282.63,$493.68,674
396,Kristoffer,Green,1967-04-13 15:27:07,$184.75,$913.57,862
397,Rosaline,Fuscia,1922-03-31 09:20:54,$819.03,$177.86,620
398,Maryrose,Maroon,1995-02-14 11:44:31,$377.27,$399.94,503
399,Virgina,Blue,2009-06-29 20:12:34,$592.21,$297.32,882
400,Bob,Red,1969-11-12 00:56:09,$168.25,$708.10,752
401,Cathryn,Goldenrod,1965-09-07 00:17:42,$244.43,$470.76,143
402,Pamelina,Crimson,1933-02-17 13:48:31,$6.60,$807.59,437
403,Herschel,Fuscia,1903-10-21 19:49:12,$477.83,$252.83,460
404,Carmel,Puce,1967-10-11 10:58:32,$975.42,$811.60,665
405,Feodora,Crimson,1958-12-27 20:52:44,$450.19,$277.09,456
406,Remington,Crimson,1931-09-06 15:11:06,$898.54,$946.30,814
407,Fredra,Khaki,1943-12-30 07:06:13,$703.24,$310.31,170
408,Rebekkah,Puce,1984-10-10 05:25:45,$467.62,$599.11,386
409,Debee,Crimson,1950-12-09 09:59:34,$436.03,$117.72,978
410,Philippe,Teal,1939-11-25 19:37:00,$812.01,$648.49,202
411,Agneta,Indigo,1956-04-02 13:11:57,$405.53,$527.76,23
412,Lowell,Blue,2005-01-05 04:06:23,$786.92,$211.34,607
413,Issiah,Mauv,1921-05-13 20:58:45,$945.37,$127.59,825
414,Terence,Khaki,1913-03-09 03:09:31,$503.79,$812.41,329
415,Balduin,Aquamarine,1935-02-05 22:34:04,$530.50,$331.64,112
416,Catlaina,Fuscia,1923-10-14 16:56:33,$71.77,$81.17,160
417,Nancy,Crimson,1970-05-20 19:13:10,$610.94,$799.40,730
418,Benson,Indigo,1971-05-25 14:50:27,$830.32,$987.80,78
419,Veriee,Indigo,1942-11-13 13:15:54,$125.38,$371.55,395
420,Idalina,Green,1952-10-29 03:21:31,$823.46,$379.09,812
421,Zaneta,Aquamarine,1930-03-22 04:19:52,$978.38,$100.86,504
422,Juana,Purple,1912-11-09 00:47:50,$56.90,$534.79,642
423,Robinette,Turquoise,1951-10-13 01:39:41,$971.61,$519.00,174
424,Carver,Mauv,1979-08-08 20:55:09,$290.12,$449.60,964
425,Normie,Crimson,1908-09-04 15:29:05,$136.89,$809.33,248
426,Abbye,Indigo,1972-11-18 22:58:17,$986.64,$459.10,21
427,Udale,Khaki,2000-03-09 02:29:03,$245.11,$638.80,80
428,Hedwig,Mauv,1959-06-10 09:32:59,$6.26,$526.14,470
429,Christy,Crimson,1954-06-18 19:40:24,$616.93,$76.57,505
430,Datha,Yellow,1918-09-26 11:41:54,$957.83,$394.67,698
431,Kim,Orange,1909-11-05 19:50:55,$191.15,$273.80,930
432,Gradey,Purple,1902-08-14 05:20:19,$924.26,$164.36,484
433,Lynna,Crimson,1906-11-27 08:31:56,$644.37,$409.60,618
434,Akim,Crimson,1963-10-27 03:35:20,$68.84,$425.29,837
435,Locke,Red,1938-03-15 21:55:13,$723.44,$254.31,263
436,Betta,Mauv,1979-05-15 07:40:22,$521.57,$764.39,676
437,Dierdre,Yellow,2008-12-24 06:50:14,$286.30,$529.81,658
438,Carline,Turquoise,1992-01-28 02:12:51,$431.14,$382.22,285
439,Roderic,Purple,1971-10-02 07:33:43,$946.73,$790.19,8
440,Koral,Green,2008-03-18 11:41:45,$998.84,$99.55,458
441,Rollie,Indigo,2008-06-29 16:15:12,$847.61,$764.60,401
442,Cahra,Orange,1969-11-14 01:36:25,$662.27,$336.29,340
443,Anselm,Yellow,1911-03-26 10:13:38,$862.07,$429.43,473
444,Lebbie,Blue,1909-12-05 17:13:35,$646.40,$371.87,359
445,Beverlie,Crimson,1975-01-13 14:39:24,$653.33,$314.29,431
446,Gwenneth,Goldenrod,1971-08-09 13:30:52,$521.42,$131.66,566
447,Joby,Crimson,1908-06-13 20:02:56,$234.93,$790.29,627
448,Terry,Fuscia,1982-01-08 16:29:14,$325.11,$805.27,797
449,Alvan,Indigo,1962-02-12 02:02:34,$993.22,$732.48,523
450,Pearce,Blue,1997-12-03 04:20:20,$792.26,$375.83,93
451,Averell,Goldenrod,1916-04-05 08:39:16,$745.66,$981.09,956
452,Elisha,Blue,1973-08-29 15:06:22,$75.77,$93.54,992
453,Mira,Puce,1938-11-03 13:53:31,$569.92,$95.64,298
454,Hall,Red,1947-10-19 06:53:44,$17.50,$970.36,664
455,Justis,Aquamarine,1912-02-13 22:35:16,$629.03,$149.38,591
456,Darby,Violet,2014-06-23 10:10:17,$204.55,$425.10,835
457,Josy,Khaki,2010-09-29 13:24:14,$126.63,$825.03,904
458,Judy,Puce,1919-07-13 05:48:53,$990.97,$209.64,806
459,Elena,Puce,1999-10-03 18:24:07,$304.72,$25.25,33
460,Reina,Purple,1946-06-05 17:07:28,$388.64,$968.88,525
461,Laural,Pink,1972-03-10 06:12:47,$763.97,$928.35,774
462,Mendel,Puce,1908-08-18 13:11:51,$1.57,$949.21,712
463,Gwenni,Fuscia,1983-06-03 19:01:17,$367.84,$397.65,899
464,Margaret,Teal,1914-03-20 16:51:02,$628.34,$216.27,29
465,Florry,Indigo,1943-04-25 07:53:16,$379.70,$165.34,623
466,Hendrik,Blue,1913-05-18 12:20:05,$298.48,$990.98,422
467,Pat,Orange,1991-06-14 18:02:48,$495.58,$885.02,204
468,Nikolaos,Maroon,1968-01-16 13:02:51,$116.28,$133.46,267
469,Steffie,Maroon,1997-01-14 05:25:43,$745.85,$770.16,663
470,Dimitri,Crimson,1905-05-28 02:31:20,$615.20,$903.79,595
471,Esme,Fuscia,1941-12-21 09:41:00,$613.99,$90.82,36
472,Devlin,Khaki,2003-09-26 15:26:32,$579.42,$168.18,840
473,Karoline,Green,1931-01-28 20:27:10,$272.16,$237.08,659
474,Demetria,Yellow,1964-02-25 16:11:34,$275.16,$884.32,146
475,Leyla,Purple,1968-05-16 02:42:07,$974.40,$783.81,765
476,Kris,Red,2011-12-01 18:05:54,$9.85,$553.00,694
477,Sherry,Turquoise,1965-08-05 17:58:21,$720.49,$622.18,616
478,Chris,Puce,1995-11-20 02:44:07,$567.99,$864.26,230
479,Shayne,Khaki,1917-05-02 05:48:13,$786.35,$179.18,700
480,Carin,Turquoise,1994-04-22 05:26:45,$1.86,$686.13,39
481,Nissy,Indigo,2013-09-11 15:37:50,$181.38,$368.82,18
482,Charil,Teal,1916-04-21 00:03:23,$421.08,$62.09,981
483,Valerye,Violet,1910-11-27 16:28:11,$291.10,$839.88,835
484,Juliann,Orange,1946-12-19 21:05:27,$733.74,$456.89,635
485,Bettina,Puce,1928-06-04 02:00:25,$392.72,$887.24,644
486,Lyndsie,Violet,1950-08-02 15:34:21,$199.96,$65.85,55
487,Jacquie,Purple,1919-06-17 20:18:36,$39.07,$577.63,972
488,Sinclare,Crimson,1942-02-26 23:56:08,$662.97,$141.46,260
489,Tish,Green,1916-07-18 01:05:06,$769.60,$625.55,138
490,Brant,Fuscia,1969-04-09 10:47:25,$755.00,$439.16,477
491,Serena,Yellow,2003-07-09 16:52:31,$432.95,$765.75,587
492,Maribeth,Red,1950-03-19 12:59:09,$980.23,$44.74,800
493,Roland,Crimson,2012-01-06 08:06:44,$852.68,$44.94,824
494,Abbie,Violet,1906-08-29 03:06:31,$17.62,$151.51,956
495,Travis,Khaki,1936-12-05 02:22:05,$168.56,$778.71,409
496,Bendick,Fuscia,1975-03-24 14:57:57,$531.74,$687.56,304
497,Marsha,Orange,1901-10-31 16:32:46,$505.68,$575.33,812
498,Marcellus,Red,1987-06-03 01:08:07,$86.23,$578.67,873
499,Talya,Aquamarine,1956-05-29 06:12:00,$414.47,$906.09,837
500,Tammi,Orange,1968-09-01 01:04:01,$670.42,$447.18,560
501,Erastus,Khaki,1970-04-18 07:42:52,$130.88,$318.81,91
502,Elizabeth,Aquamarine,2004-06-07 18:43:56,$136.62,$350.01,751
503,Mathilda,Fuscia,1985-07-10 18:33:16,$971.31,$167.19,10
504,Demetria,Maroon,1935-02-08 20:36:55,$88.64,$557.80,861
505,D'arcy,Pink,1906-02-05 21:33:46,$689.75,$248.59,781
506,Edgardo,Yellow,1959-06-12 23:31:27,$234.04,$306.08,307
507,Guilbert,Crimson,1934-12-19 23:25:48,$267.79,$407.10,213
508,Jarrett,Aquamarine,1928-01-09 17:58:15,$774.84,$228.60,56
509,Philipa,Fuscia,1928-03-07 01:47:40,$980.35,$808.68,291
510,Leoline,Green,1965-02-01 10:00:18,$551.27,$546.21,574
511,Christoper,Violet,2015-12-20 17:53:47,$914.45,$348.15,264
512,Darryl,Aquamarine,1995-06-26 19:01:32,$756.95,$232.92,160
513,Beatriz,Fuscia,2004-12-07 10:42:06,$837.54,$959.55,333
514,Aundrea,Indigo,1948-08-07 21:22:51,$617.40,$62.44,371
515,Jaquith,Goldenrod,1950-05-08 12:44:34,$383.38,$683.09,863
516,Valaree,Pink,1970-07-05 14:49:18,$248.31,$476.10,296
517,Tonye,Yellow,2011-10-22 17:06:04,$417.26,$435.86,949
518,Ronnie,Blue,1977-06-24 11:32:55,$764.16,$75.20,868
519,Kaycee,Yellow,1993-11-19 09:55:54,$876.56,$277.96,40
520,Ingeborg,Orange,1933-10-15 18:58:55,$121.54,$520.61,803
521,Maxim,Orange,1914-02-09 05:02:22,$301.62,$38.37,630
522,Eleonore,Crimson,1957-08-09 09:25:09,$395.04,$60.17,585
523,Gideon,Orange,1915-03-16 01:46:05,$928.19,$243.64,597
524,Kerrin,Blue,1923-07-10 15:01:30,$723.94,$664.32,320
525,Cori,Orange,1940-07-09 16:07:37,$249.87,$914.03,707
526,Luise,Aquamarine,2003-10-02 18:01:48,$882.07,$330.17,674
527,Christel,Green,1938-06-24 18:34:49,$215.16,$438.83,934
528,Hastings,Crimson,2009-10-14 14:18:09,$530.44,$588.33,608
529,Agnese,Blue,1959-05-27 16:44:29,$759.22,$781.37,42
530,Wilmette,Green,1925-08-27 05:28:19,$454.90,$47.17,237
531,Deeyn,Pink,1990-04-06 18:29:41,$28.82,$149.69,723
532,Tomaso,Violet,1937-12-30 14:16:25,$961.06,$375.00,563
533,Chrissy,Puce,1955-12-01 00:24:28,$12.55,$501.06,802
534,Dori,Khaki,1990-06-11 13:15:15,$343.64,$518.01,354
535,Valencia,Fuscia,1917-06-13 01:10:17,$529.46,$52.19,160
536,Rustie,Orange,2002-10-12 01:51:37,$44.28,$36.73,330
537,Lenette,Crimson,1909-04-08 08:47:27,$477.71,$753.46,195
538,Ferrell,Yellow,1917-01-24 18:53:40,$720.41,$365.37,866
539,Gardener,Purple,1910-02-27 02:42:03,$396.35,$777.30,198
540,Willis,Turquoise,1900-09-29 23:19:20,$554.69,$286.77,564
541,Shaylyn,Puce,1922-08-21 16:43:07,$523.19,$255.49,887
542,Cecelia,Khaki,1941-04-28 04:06:58,$201.81,$971.17,960
543,Paige,Aquamarine,2006-09-22 20:33:43,$242.27,$795.35,734
544,Powell,Maroon,1931-02-01 11:11:37,$649.85,$814.76,808
545,Lissy,Turquoise,2004-04-28 03:54:32,$541.86,$661.33,945
546,Xerxes,Violet,1903-01-02 07:06:21,$295.47,$318.16,38
547,Ritchie,Green,1993-11-11 23:07:05,$853.94,$29.40,532
548,Domini,Maroon,1987-05-10 15:51:14,$463.57,$166.29,794
549,Ferdinande,Yellow,2009-11-18 11:41:53,$287.98,$893.36,897
550,Wynne,Aquamarine,1930-06-22 06:14:43,$8.90,$114.23,826
551,Cirstoforo,Crimson,1937-07-23 20:03:23,$846.38,$243.98,171
552,Jeramey,Yellow,1947-11-27 00:30:23,$180.69,$435.91,815
553,Ava,Blue,1959-05-03 11:55:09,$925.95,$342.76,992
554,Zachariah,Violet,2007-10-26 17:59:53,$48.37,$891.19,932
555,Francyne,Fuscia,1996-11-26 18:11:43,$472.75,$989.77,161
556,Erhart,Pink,1974-06-05 19:01:56,$443.42,$731.26,322
557,Karlotta,Red,1992-06-09 12:26:25,$414.44,$559.49,812
558,Eugen,Pink,1922-01-17 15:58:26,$676.60,$776.65,731
559,Francoise,Indigo,1929-08-18 18:55:55,$15.08,$488.65,774
560,Bobette,Fuscia,1929-02-07 12:57:19,$976.51,$501.80,691
561,Alicea,Teal,1902-08-23 05:06:38,$931.30,$404.56,439
562,Rosemary,Aquamarine,1921-04-17 01:47:30,$622.29,$279.03,517
563,Helaine,Aquamarine,1903-10-01 12:55:22,$698.08,$248.26,409
564,Brandie,Green,1951-12-18 20:59:06,$135.55,$442.51,450
565,Husein,Aquamarine,1941-10-23 17:18:45,$545.48,$817.26,437
566,Nerty,Blue,2016-04-30 08:05:57,$818.04,$608.47,516
567,Mimi,Indigo,1955-07-19 14:09:51,$674.85,$238.84,407
568,Onfre,Goldenrod,2007-07-01 10:26:27,$798.88,$962.44,147
569,Alessandra,Crimson,1928-03-04 09:58:02,$849.73,$900.54,231
570,Ettore,Red,1956-06-17 08:46:47,$318.96,$539.96,537
571,Ealasaid,Orange,1931-09-28 00:51:14,$542.10,$718.83,883
572,Joeann,Yellow,1995-01-15 16:48:03,$372.98,$753.88,811
573,Halsy,Turquoise,1910-03-05 02:50:32,$190.03,$796.56,863
574,Willetta,Pink,1982-11-17 15:53:41,$505.86,$62.79,340
575,Dasha,Fuscia,1981-10-12 05:08:28,$173.05,$561.58,851
576,Oriana,Crimson,1922-09-24 00:11:16,$354.18,$607.87,605
577,Zoe,Pink,1917-09-23 22:44:29,$363.65,$890.28,548
578,Bradly,Puce,1988-03-28 22:57:47,$308.43,$764.05,475
579,Abbey,Violet,1938-08-28 12:34:15,$216.63,$416.53,6
580,Cheryl,Puce,2000-09-18 13:23:09,$489.02,$94.07,205
581,Babette,Blue,1983-12-15 04:44:02,$124.57,$676.92,602
582,Rivkah,Blue,1968-04-19 01:55:26,$417.25,$475.29,953
583,Erek,Green,2007-07-24 14:28:30,$780.09,$991.72,745
584,Fonsie,Khaki,1926-04-14 10:25:17,$368.79,$676.86,94
585,Irv,Violet,1927-11-13 22:52:02,$126.09,$216.85,356
586,Carver,Violet,1987-10-16 21:17:19,$44.57,$682.27,187
587,Juline,Teal,1942-06-15 22:49:40,$781.05,$157.33,933
588,Cristina,Turquoise,2015-08-18 11:39:02,$677.72,$716.24,107
589,Gwyn,Crimson,1990-06-24 09:05:41,$586.89,$123.28,738
590,Killian,Orange,1995-07-05 04:11:41,$517.77,$874.16,853
591,Belinda,Khaki,1949-07-23 09:50:10,$974.13,$44.91,481
592,Cindy,Khaki,1917-05-24 13:11:21,$591.80,$74.69,13
593,Darwin,Khaki,1967-10-25 14:16:12,$512.37,$113.61,513
594,Ronni,Goldenrod,1997-08-26 04:44:22,$962.73,$228.13,265
595,Ulises,Violet,1906-07-19 12:53:20,$175.58,$634.93,942
596,Jarrett,Fuscia,1933-04-24 21:25:12,$812.77,$681.48,44
597,Chicky,Orange,1914-06-28 20:44:22,$957.09,$165.91,369
598,Pennie,Aquamarine,1981-05-25 02:46:03,$961.11,$595.25,511
599,Jeanna,Yellow,1915-01-29 17:30:05,$438.07,$248.69,478
600,Haydon,Purple,1923-08-15 01:47:01,$268.61,$200.36,485
601,Ashby,Red,1958-04-17 20:33:01,$913.09,$961.45,597
602,Paul,Pink,1983-11-04 06:41:35,$391.56,$431.05,982
603,Darcy,Crimson,1913-01-04 10:00:48,$577.29,$408.73,897
604,Adey,Yellow,1973-01-06 14:21:09,$26.37,$931.79,198
605,Isidor,Mauv,1920-11-10 14:08:00,$845.40,$226.77,621
606,Marthe,Puce,2005-05-21 05:32:29,$954.37,$33.63,499
607,Tabb,Indigo,2007-04-27 09:15:41,$703.13,$201.24,810
608,Lyndsey,Blue,1955-11-05 08:13:38,$398.63,$490.32,404
609,Jenni,Blue,1933-05-24 05:35:38,$205.92,$667.37,353
610,Welbie,Turquoise,1965-07-09 00:46:07,$228.82,$243.81,625
611,Hilde,Green,1920-11-07 05:45:23,$718.06,$266.00,324
612,Lilith,Orange,1970-03-17 03:14:35,$103.62,$406.87,337
613,Gerry,Yellow,1920-05-21 04:50:52,$560.07,$476.75,962
614,Gwyn,Khaki,1964-03-25 01:40:59,$313.21,$768.38,553
615,Bald,Mauv,1977-03-11 06:22:54,$20.46,$390.99,931
616,Lottie,Puce,1911-08-31 22:19:49,$562.12,$532.53,644
617,Marlo,Orange,1922-09-06 13:20:15,$22.81,$723.97,339
618,Claresta,Aquamarine,1961-03-16 11:32:26,$855.87,$700.14,717
619,Paolo,Orange,1940-08-10 22:29:55,$797.12,$874.39,245
620,Bili,Red,2010-07-02 03:04:56,$853.99,$342.85,907
621,Jacinthe,Puce,1942-02-21 10:17:30,$942.63,$572.03,607
622,Rourke,Aquamarine,1962-03-12 16:58:33,$136.17,$706.18,415
623,Letisha,Indigo,1918-03-11 18:28:17,$577.43,$749.45,521
624,Dorthy,Crimson,1903-11-17 10:41:15,$328.22,$401.48,801
625,Krystal,Green,1913-08-24 05:41:35,$443.80,$118.24,282
626,Florrie,Pink,1963-11-05 01:20:44,$113.86,$562.91,137
627,Rice,Red,1915-11-30 09:37:38,$380.18,$588.62,137
628,Stewart,Red,2002-01-13 04:33:27,$510.16,$739.47,842
629,Arlyn,Red,1954-03-30 08:47:29,$688.48,$518.67,777
630,Garek,Maroon,1946-08-02 05:09:13,$857.18,$804.18,706
631,Marjy,Mauv,1917-09-16 03:27:24,$834.43,$788.36,275
632,Vivian,Aquamarine,1941-09-29 17:37:57,$962.04,$890.17,184
633,Jemmie,Mauv,1931-03-06 02:31:20,$31.49,$449.12,191
634,Casper,Aquamarine,1948-05-01 13:52:37,$311.67,$359.67,740
635,Anna-diane,Purple,1982-05-23 11:10:54,$353.65,$687.72,395
636,Jacquelynn,Violet,1937-02-09 14:45:25,$984.89,$650.13,270
637,Mariellen,Orange,2011-02-22 04:13:16,$265.20,$55.29,636
638,Sigfried,Red,1975-06-14 01:56:55,$233.04,$340.19,345
639,Devland,Maroon,1909-04-17 15:31:09,$373.83,$366.36,477
640,Kristian,Pink,1934-07-04 07:47:57,$934.85,$663.19,73
641,Brockie,Fuscia,1991-05-18 07:04:48,$288.58,$343.63,431
642,Delano,Turquoise,1906-03-10 15:26:10,$381.05,$116.98,823
643,Lulu,Khaki,1958-08-17 16:58:12,$908.08,$873.78,337
644,Gasparo,Goldenrod,1966-12-19 13:45:48,$274.41,$869.70,491
645,Jackson,Violet,1974-01-16 09:27:33,$546.28,$402.76,555
646,Demetri,Violet,1989-07-10 15:38:38,$633.32,$375.26,946
647,Cynthia,Violet,2000-11-27 14:10:22,$964.29,$165.42,359
648,Michele,Indigo,1912-03-05 04:08:58,$433.32,$93.03,981
649,Torry,Indigo,2003-12-17 01:24:31,$937.91,$241.64,485
650,Sim,Maroon,1915-11-26 00:09:55,$923.79,$368.55,721
651,Codi,Fuscia,1970-06-03 03:12:57,$730.18,$33.20,69
652,Jory,Puce,1933-11-12 05:15:11,$794.01,$271.86,753
653,Valry,Green,1948-11-09 07:27:55,$769.25,$352.66,845
654,Lincoln,Indigo,1965-04-23 15:32:59,$968.95,$56.35,97
655,Patty,Indigo,2016-03-22 22:56:50,$32.57,$939.38,629
656,Tremain,Maroon,1927-09-18 03:28:14,$678.04,$538.26,977
657,Raynard,Turquoise,1946-12-16 01:45:42,$701.79,$234.67,398
658,Greg,Crimson,1969-12-18 11:25:27,$117.12,$651.33,662
659,Emily,Pink,1969-12-23 02:47:04,$676.83,$620.15,281
660,Wylma,Puce,1901-05-01 23:10:00,$806.08,$554.52,895
661,Hally,Aquamarine,1909-03-05 20:10:31,$792.44,$797.44,36
662,Kathryne,Yellow,1921-10-13 12:38:20,$125.11,$227.36,915
663,Leigh,Mauv,1939-08-04 11:45:11,$567.03,$412.64,254
664,Carlen,Goldenrod,1978-09-04 20:52:38,$835.91,$121.86,643
665,Ricard,Purple,1906-06-03 00:58:06,$197.23,$513.61,464
666,Rufus,Crimson,1989-04-05 12:21:25,$437.76,$485.37,317
667,Jeremie,Goldenrod,1979-10-03 18:07:49,$87.25,$590.98,390
668,Tybalt,Purple,1983-02-16 05:19:03,$86.43,$82.90,791
669,Hercules,Aquamarine,1998-12-18 16:55:32,$472.24,$545.22,984
670,Farra,Puce,1960-09-13 03:30:49,$847.28,$757.00,683
671,Ted,Crimson,1907-06-11 15:08:10,$698.14,$612.09,325
672,Alastair,Violet,1901-08-10 06:24:04,$480.29,$417.40,299
673,Zed,Yellow,1990-07-13 22:47:44,$913.40,$64.97,560
674,Faye,Mauv,2002-03-24 09:10:55,$449.71,$457.94,941
675,Eddi,Teal,1915-07-23 10:05:37,$66.59,$539.44,514
676,Kalina,Red,1999-08-17 08:38:36,$2.71,$234.22,169
677,Frasier,Teal,1901-11-29 09:46:11,$300.95,$935.25,664
678,Waylin,Aquamarine,1944-02-28 11:40:13,$297.72,$515.92,182
679,Slade,Yellow,1960-06-05 14:26:29,$644.33,$768.94,416
680,Heloise,Turquoise,2002-08-23 09:41:59,$796.40,$3.59,968
681,Gardy,Blue,2007-03-11 18:25:34,$187.94,$418.08,316
682,Kenneth,Purple,1971-01-28 08:06:59,$434.66,$766.78,712
683,Flin,Orange,1958-12-21 05:32:22,$315.24,$732.48,481
684,Dulciana,Purple,1953-10-22 20:32:46,$445.64,$119.10,445
685,Wyndham,Red,1912-12-31 14:34:24,$414.62,$390.12,688
686,Sanderson,Crimson,1920-08-23 20:38:24,$621.16,$812.48,311
687,Isabel,Puce,1988-01-25 07:19:23,$681.24,$536.51,471
688,Cullan,Teal,1950-02-10 06:54:36,$527.07,$853.11,1
689,Patsy,Blue,1950-05-08 22:54:18,$344.90,$477.82,453
690,Gertrudis,Khaki,1967-12-14 01:46:34,$245.22,$550.32,479
691,Ive,Crimson,1992-05-17 22:12:53,$544.66,$253.44,717
692,Eugenius,Mauv,1951-06-27 03:52:50,$160.32,$838.26,793
693,Kirk,Goldenrod,1972-07-20 19:59:23,$814.42,$251.91,717
694,Robbert,Crimson,1943-05-16 09:43:02,$707.86,$282.62,990
695,Taber,Purple,1983-04-03 16:30:22,$449.96,$861.33,920
696,Trip,Blue,2016-10-01 14:25:09,$593.40,$658.82,908
697,Maryanna,Orange,2011-08-08 09:34:52,$761.70,$459.08,770
698,Sharyl,Green,1994-02-16 11:06:48,$123.35,$841.61,978
699,Alf,Indigo,1954-08-31 07:04:11,$177.84,$323.99,394
700,Pearla,Pink,1989-06-17 06:31:02,$450.45,$830.71,552
701,Archy,Turquoise,1927-05-22 13:25:40,$191.82,$627.01,325
702,Cathryn,Teal,1938-10-23 19:17:08,$749.77,$799.40,759
703,Melisa,Turquoise,1982-10-28 20:34:25,$480.24,$930.33,384
704,Kerk,Aquamarine,1940-08-05 17:54:21,$124.98,$478.53,277
705,Gail,Fuscia,1911-03-20 04:21:43,$916.05,$753.62,411
706,Austina,Teal,1970-06-27 10:29:20,$63.80,$228.59,212
707,Elsworth,Indigo,1936-01-07 12:29:49,$275.10,$213.55,869
708,Gregorio,Purple,2002-02-18 15:15:12,$447.24,$522.98,167
709,Vivie,Maroon,2004-03-26 19:55:28,$719.00,$39.84,390
710,Cory,Aquamarine,1977-11-25 12:48:03,$242.36,$426.45,25
711,Hanan,Green,1959-01-12 22:39:26,$212.98,$100.51,163
712,Klement,Aquamarine,1990-11-07 21:44:32,$918.27,$612.46,837
713,Mikaela,Aquamarine,2006-03-24 22:58:46,$422.71,$33.39,949
714,Lira,Violet,1981-02-28 22:03:39,$397.94,$974.40,193
715,Jolie,Turquoise,1975-03-29 23:41:55,$960.45,$868.92,562
716,Clarabelle,Red,1994-08-22 01:42:37,$781.93,$847.97,635
717,Auberta,Fuscia,1921-12-10 16:37:23,$634.82,$744.50,737
718,Eloisa,Turquoise,1956-01-12 03:01:07,$934.63,$226.73,352
719,Poppy,Crimson,1921-07-09 06:10:33,$294.38,$831.98,681
720,Harley,Puce,1950-08-09 23:48:28,$182.97,$205.30,596
721,Rey,Puce,1939-12-07 11:35:24,$169.50,$932.58,275
722,Ethelind,Teal,1903-01-17 11:34:52,$177.52,$569.02,209
723,Ashely,Blue,1960-07-15 20:38:45,$269.84,$123.51,408
724,Bryana,Violet,1996-10-19 13:24:33,$976.63,$612.08,97
725,Teddie,Yellow,1921-09-01 16:03:09,$945.07,$513.64,697
726,Carolan,Goldenrod,1966-10-01 19:27:21,$23.92,$124.14,208
727,Billy,Orange,1941-09-07 18:09:56,$751.55,$499.97,759
728,Madeleine,Khaki,1935-09-05 23:44:24,$305.25,$134.07,153
729,Dayle,Puce,1980-07-19 19:24:11,$703.62,$56.60,346
730,Alaster,Blue,1977-08-21 20:49:06,$296.66,$6.24,157
731,Izabel,Green,2002-09-11 16:32:48,$164.69,$575.87,490
732,Nerissa,Orange,1923-04-02 18:56:10,$526.89,$240.43,503
733,Leoine,Turquoise,1964-05-07 20:27:51,$430.46,$837.10,32
734,Devan,Maroon,1999-11-12 10:47:40,$979.32,$385.46,826
735,Pavla,Aquamarine,1921-06-17 21:59:54,$745.75,$820.27,465
736,Koenraad,Maroon,2003-07-28 08:56:46,$916.27,$128.12,810
737,Gerri,Blue,1926-11-02 14:59:04,$632.92,$622.36,913
738,Wilone,Orange,1911-07-09 14:56:59,$341.07,$948.36,175
739,Claribel,Puce,1935-11-16 10:42:34,$743.92,$437.65,897
740,Eimile,Crimson,1954-09-15 19:29:18,$29.01,$304.15,310
741,Debi,Mauv,1935-11-17 04:54:11,$24.70,$126.30,99
742,Heriberto,Crimson,1917-04-10 18:32:28,$396.52,$420.44,297
743,Inglebert,Aquamarine,1939-10-29 19:34:11,$844.09,$49.40,543
744,Corrine,Mauv,1958-12-30 11:36:09,$31.79,$944.96,598
745,Worthington,Indigo,1945-08-27 16:11:25,$357.10,$446.70,790
746,Matelda,Goldenrod,1974-04-21 22:20:31,$221.06,$509.52,505
747,Annmaria,Blue,2017-02-26 16:34:27,$265.69,$320.61,220
748,Gaylor,Khaki,1983-06-03 15:55:22,$619.14,$732.61,463
749,Stephannie,Violet,1908-08-09 03:26:27,$93.76,$935.14,539
750,Darcey,Pink,1917-07-24 12:59:49,$875.67,$607.55,137
751,Inglebert,Pink,1984-11-20 07:03:05,$114.34,$152.29,680
752,Jimmy,Mauv,2013-06-14 18:36:05,$20.47,$991.96,987
753,Preston,Turquoise,2009-08-12 13:20:34,$154.28,$692.32,857
754,Grethel,Yellow,1968-05-24 04:12:19,$158.55,$775.47,735
755,Dita,Khaki,1917-08-15 15:55:09,$847.48,$667.56,568
756,Susi,Indigo,1924-10-07 02:32:49,$441.02,$624.24,105
757,Baily,Mauv,1905-11-27 10:03:06,$850.96,$681.22,531
758,Lidia,Purple,1943-03-29 19:13:13,$592.86,$445.19,585
759,Ronnica,Crimson,2009-08-18 11:37:55,$197.17,$236.54,419
760,Vasilis,Green,1983-08-08 04:40:28,$230.98,$792.05,352
