code,timeStamp,date,year
538,7:43:02.000,1992-01-05 19:44:53,1992
539,21:32:02.000,2015-01-22 11:28:18,2015
540,18:15:00.000,2008-10-25 23:43:28,2008
541,19:19:00.000,2009-05-27 15:51:57,2009
542,0:26:10.000,1991-01-04 17:59:51,1991
543,7:34:37.000,1999-06-25 08:18:14,1999
544,14:02:15.000,2008-05-08 03:02:57,2008
545,5:31:37.000,2012-11-15 21:06:29,2012
546,9:12:16.000,2005-02-21 00:59:34,2005
547,4:25:53.000,1996-08-04 03:31:15,1996
548,21:11:17.000,1997-04-23 14:41:42,1997
549,7:52:14.000,1996-12-01 09:23:41,1996
550,15:03:54.000,2000-03-16 05:40:01,2000
551,11:28:17.000,2000-12-30 19:05:20,2000
552,3:45:59.000,1994-05-09 12:27:37,1994
553,11:39:09.000,2014-10-17 16:26:11,2014
554,14:09:47.000,2001-02-16 11:54:27,2001
555,18:17:16.000,1999-07-11 07:51:19,1999
556,2:48:26.000,2001-04-06 17:50:22,2001
557,14:59:15.000,1990-03-29 10:11:10,1990
558,22:09:21.000,1991-06-21 17:47:02,1991
559,0:56:54.000,2014-08-21 09:46:33,2014
560,13:21:46.000,1992-03-31 11:39:20,1992
561,18:49:36.000,2005-09-21 04:06:34,2005
562,21:52:05.000,1997-11-21 06:45:06,1997
563,22:08:30.000,2002-03-02 19:50:21,2002
564,9:55:11.000,2014-05-17 09:16:46,2014
565,4:54:29.000,1997-03-18 21:13:50,1997
566,0:30:34.000,2010-11-22 09:39:15,2010
567,20:01:13.000,2009-06-13 15:09:12,2009
568,16:29:10.000,1996-05-21 22:06:36,1996
569,18:12:50.000,1998-04-09 13:20:13,1998
570,8:32:48.000,1999-05-07 14:26:29,1999
571,21:40:53.000,2009-10-11 02:00:25,2009
572,0:41:50.000,2007-09-22 09:52:54,2007
573,23:25:51.000,1994-02-22 01:07:53,1994
574,5:48:28.000,1993-12-18 01:16:22,1993
575,16:26:57.000,2000-08-25 02:37:49,2000
576,22:09:55.000,2002-03-01 15:28:30,2002
577,10:57:02.000,2008-01-13 11:45:30,2008
578,8:03:20.000,1996-09-04 03:23:03,1996
579,23:00:02.000,2005-05-04 02:09:17,2005
580,21:12:08.000,2005-01-25 22:02:37,2005
581,11:18:01.000,1992-12-29 02:11:41,1992
582,8:36:50.000,2000-02-07 08:29:59,2000
583,10:51:20.000,2005-01-10 01:42:52,2005
584,18:10:48.000,2010-06-12 01:11:08,2010
585,11:06:49.000,2005-04-09 14:46:29,2005
586,23:19:40.000,1992-11-12 11:18:56,1992
587,3:09:09.000,1996-01-18 20:31:17,1996
588,19:56:54.000,2012-03-16 21:24:40,2012
589,12:28:46.000,1990-10-03 14:42:24,1990
590,18:30:05.000,2006-06-25 10:01:12,2006
591,7:34:04.000,2015-01-31 05:11:46,2015
592,18:05:49.000,1996-01-12 05:04:59,1996
593,16:39:05.000,2011-03-06 00:50:37,2011
594,9:25:04.000,1993-01-24 01:25:19,1993
595,22:11:45.000,2013-11-01 02:25:27,2013
596,7:40:32.000,2011-11-23 13:03:59,2011
597,1:12:35.000,1993-03-25 10:44:27,1993
598,14:21:13.000,2008-09-13 07:23:26,2008
599,9:28:27.000,2014-07-08 17:32:48,2014
600,16:46:30.000,2013-12-01 05:23:34,2013
601,6:54:05.000,1999-06-23 22:43:29,1999
602,4:20:52.000,2000-05-09 14:41:03,2000
603,15:36:25.000,1992-03-22 12:37:55,1992
604,14:23:54.000,1992-07-27 23:27:53,1992
605,9:00:44.000,2003-07-03 01:37:14,2003
606,1:32:52.000,2010-07-30 14:37:40,2010
607,19:01:50.000,2013-02-12 23:35:47,2013
608,22:33:46.000,2016-10-31 08:17:02,2016
609,3:25:02.000,1999-03-29 10:24:25,1999
610,7:49:34.000,2002-03-23 02:10:44,2002
611,22:43:40.000,2000-01-09 00:03:35,2000
612,3:59:42.000,2016-01-24 00:08:21,2016
613,6:46:52.000,1995-09-11 02:50:14,1995
614,1:29:13.000,1998-03-26 05:55:03,1998
615,9:56:40.000,2002-04-15 19:53:17,2002
616,14:46:21.000,1991-09-09 19:51:37,1991
617,6:16:39.000,1992-10-14 14:58:08,1992
618,5:01:46.000,1995-05-23 03:33:29,1995
619,7:27:24.000,1999-11-18 06:31:54,1999
620,0:34:25.000,2007-04-24 17:34:37,2007
621,19:22:40.000,2001-07-24 11:36:19,2001
622,21:27:54.000,2008-06-19 03:37:07,2008
623,1:55:22.000,1993-12-11 19:52:53,1993
624,20:52:31.000,2006-10-16 03:50:06,2006
625,4:01:10.000,2005-07-30 17:29:03,2005
626,12:57:58.000,2011-02-22 17:36:59,2011
627,4:49:52.000,1994-12-06 19:52:05,1994
628,20:06:12.000,1994-01-31 08:16:40,1994
629,16:16:20.000,2014-08-20 00:38:16,2014
630,0:33:09.000,2002-04-25 12:48:53,2002
631,22:43:59.000,2004-04-18 22:59:18,2004
632,20:25:04.000,2005-09-13 00:32:32,2005
633,13:35:07.000,2017-02-13 14:19:02,2017
634,15:36:54.000,2006-12-21 04:24:25,2006
635,12:19:08.000,2016-07-30 05:44:33,2016
636,5:32:26.000,1998-04-09 19:31:24,1998
637,3:15:32.000,1994-01-18 07:58:34,1994
638,17:09:23.000,2009-02-10 10:44:31,2009
639,3:22:44.000,1993-08-17 02:17:38,1993
640,18:49:14.000,2014-05-23 05:59:30,2014
641,12:19:37.000,2014-11-28 04:57:09,2014
642,21:02:32.000,1991-06-19 03:26:25,1991
643,4:51:22.000,1998-06-11 22:46:27,1998
644,17:29:52.000,2000-08-22 14:43:30,2000
645,7:58:03.000,1994-10-04 13:01:27,1994
646,7:40:49.000,2007-06-16 16:15:40,2007
647,18:02:48.000,1993-07-03 10:40:31,1993
648,13:30:00.000,2016-11-23 20:35:41,2016
649,14:43:03.000,2016-08-19 18:06:16,2016
650,16:45:39.000,2003-05-26 14:54:09,2003
651,15:05:37.000,1993-09-27 21:19:22,1993
652,4:36:38.000,2015-07-20 10:54:34,2015
653,9:44:30.000,1995-10-08 11:01:39,1995
654,8:25:49.000,2016-01-04 02:33:10,2016
655,22:18:51.000,2000-06-23 00:24:07,2000
656,0:12:12.000,2010-05-16 08:44:03,2010
657,2:44:03.000,1995-02-10 23:25:36,1995
658,3:50:10.000,2007-05-30 17:07:47,2007
659,10:57:49.000,2005-11-16 03:09:02,2005
660,7:03:52.000,1993-03-21 06:47:51,1993
661,4:10:00.000,1990-09-04 09:33:50,1990
662,8:26:18.000,1994-12-21 09:57:33,1994
663,11:37:51.000,1994-11-02 08:34:47,1994
664,1:53:26.000,2007-06-29 21:00:55,2007
665,8:12:58.000,2001-10-11 13:40:43,2001
666,23:58:07.000,1990-08-17 18:39:03,1990
667,10:26:58.000,1999-06-02 12:40:50,1999
668,16:01:22.000,2008-10-28 23:08:51,2008
669,5:47:36.000,2002-08-18 23:15:26,2002
670,14:39:39.000,2010-11-27 13:07:05,2010
671,21:38:02.000,2003-11-12 23:30:07,2003
672,23:38:16.000,2009-05-24 15:07:30,2009
673,3:32:36.000,2007-02-08 07:20:39,2007
674,23:05:42.000,2015-10-09 13:52:28,2015
675,15:28:47.000,2005-08-22 08:20:37,2005
676,4:36:50.000,2000-05-07 20:45:50,2000
677,12:25:42.000,2014-01-28 10:46:40,2014
678,0:12:09.000,2016-06-08 19:52:26,2016
679,9:57:05.000,1995-10-29 19:56:58,1995
680,7:25:15.000,2003-07-05 07:15:09,2003
681,14:33:35.000,1998-07-21 14:29:48,1998
682,21:25:58.000,1993-10-15 22:43:10,1993
683,4:32:35.000,1999-03-04 06:10:53,1999
684,0:14:19.000,2003-07-04 21:25:41,2003
685,12:15:09.000,2008-10-30 04:59:19,2008
686,15:01:38.000,2011-06-14 20:07:08,2011
687,2:49:49.000,2003-01-15 00:52:02,2003
688,10:52:27.000,1992-09-01 20:26:02,1992
689,10:00:05.000,2010-04-20 02:54:36,2010
690,12:30:46.000,2000-07-19 05:07:25,2000
691,19:08:45.000,2002-07-25 11:48:58,2002
692,20:54:10.000,2002-07-12 19:03:50,2002
693,2:30:02.000,2005-05-21 13:07:12,2005
694,0:45:34.000,1998-04-24 07:33:09,1998
695,22:42:35.000,2003-10-03 23:44:30,2003
696,13:50:15.000,2000-03-15 23:34:12,2000
697,0:09:32.000,1994-03-05 04:41:26,1994
698,18:48:07.000,1990-01-18 09:00:46,1990
699,14:16:27.000,1997-01-03 22:08:45,1997
700,5:04:53.000,1998-01-17 04:28:25,1998
701,22:06:47.000,1996-06-01 01:54:46,1996
702,3:20:15.000,2015-11-08 22:19:04,2015
703,14:28:10.000,1998-09-06 09:26:10,1998
704,14:00:39.000,1998-11-22 15:38:06,1998
705,3:54:43.000,1992-07-13 11:22:14,1992
706,14:40:00.000,1991-07-03 17:39:08,1991
707,9:05:05.000,1992-07-29 05:06:58,1992
708,15:41:27.000,2012-04-08 23:18:50,2012
709,23:21:14.000,2008-08-12 05:16:49,2008
710,16:25:25.000,1995-09-18 23:13:50,1995
711,11:07:02.000,1996-03-13 08:35:16,1996
712,11:08:39.000,1999-06-11 13:30:48,1999
713,7:22:17.000,2007-10-25 10:29:32,2007
714,8:58:59.000,2006-03-02 02:21:40,2006
715,16:01:44.000,2008-09-06 11:19:04,2008
716,18:02:00.000,1998-09-24 10:42:43,1998
717,5:03:19.000,1999-11-16 19:25:28,1999
718,9:47:25.000,1991-07-11 06:17:54,1991
719,3:19:19.000,1997-11-04 11:48:41,1997
720,10:02:45.000,2007-09-19 13:33:40,2007
721,10:17:19.000,2013-10-06 03:14:34,2013
722,5:02:24.000,2003-02-16 01:34:17,2003
723,0:05:30.000,1990-07-17 16:50:35,1990
724,10:29:09.000,2009-03-10 14:36:22,2009
725,2:55:46.000,1995-01-02 12:33:47,1995
726,3:08:45.000,2000-11-13 06:29:47,2000
727,5:46:42.000,2003-11-16 05:36:14,2003
728,23:30:04.000,2013-11-30 09:52:28,2013
729,3:29:34.000,1997-09-04 13:49:00,1997
730,15:48:12.000,1992-07-25 06:59:20,1992
731,12:50:03.000,2007-03-23 12:55:58,2007
732,22:38:41.000,1998-04-11 06:06:17,1998
733,18:17:30.000,2015-02-08 12:20:33,2015
734,20:41:42.000,2005-07-07 10:16:24,2005
735,19:31:38.000,2012-09-04 19:51:42,2012
736,11:07:30.000,1994-01-28 01:27:57,1994
737,9:44:11.000,2007-01-18 19:35:37,2007
738,12:07:43.000,1999-05-08 19:41:00,1999
739,8:43:59.000,1992-10-29 04:54:28,1992
740,19:44:23.000,2012-01-06 02:42:10,2012
741,2:21:23.000,2001-07-23 15:28:04,2001
742,5:57:15.000,2013-12-01 03:08:05,2013
743,22:47:00.000,1996-09-16 19:57:08,1996
744,7:28:55.000,2006-07-04 23:29:36,2006
745,4:58:53.000,2013-06-22 19:14:02,2013
746,21:53:23.000,1995-02-25 04:23:51,1995
747,17:45:21.000,2005-03-27 12:15:23,2005
748,7:12:25.000,1995-07-16 09:40:52,1995
749,11:19:45.000,1991-05-12 23:27:18,1991
750,22:32:49.000,2004-11-03 21:35:13,2004
751,15:09:20.000,1997-11-22 22:39:15,1997
752,7:27:46.000,2015-03-21 15:59:23,2015
753,7:23:05.000,2004-03-05 00:17:41,2004
754,23:54:10.000,2012-01-17 10:05:08,2012
755,22:50:50.000,2008-06-18 08:02:45,2008
756,21:19:09.000,2016-07-11 03:10:30,2016
757,9:02:02.000,2000-02-26 16:02:29,2000
758,5:23:10.000,1994-02-11 11:36:30,1994
759,10:02:27.000,2001-12-26 20:29:13,2001
760,18:30:46.000,1990-01-07 11:43:51,1990
761,15:41:22.000,1998-09-30 20:24:23,1998
762,0:28:26.000,2000-12-16 14:47:31,2000
763,5:54:44.000,2010-11-27 10:21:20,2010
764,22:17:43.000,2015-06-17 05:37:27,2015
765,6:07:37.000,2004-03-12 23:45:34,2004
766,17:06:40.000,2004-02-17 22:53:42,2004
767,18:14:42.000,1990-01-24 21:54:56,1990
768,13:17:55.000,2004-07-18 23:41:50,2004
769,12:07:19.000,2006-02-03 16:51:01,2006
770,15:53:14.000,1995-01-27 03:45:17,1995
771,1:49:03.000,1995-05-09 19:24:39,1995
772,14:07:20.000,2004-09-19 02:01:06,2004
773,18:32:08.000,1996-01-11 21:00:44,1996
774,14:43:38.000,2004-06-03 17:36:33,2004
775,21:51:31.000,2011-06-27 09:50:59,2011
776,4:33:40.000,2009-12-06 02:26:01,2009
777,23:40:00.000,1992-09-04 02:05:59,1992
778,16:48:27.000,2000-02-04 01:40:32,2000
779,9:37:03.000,2013-04-11 16:42:02,2013
780,18:16:01.000,1991-05-11 04:21:56,1991
781,19:04:51.000,2016-01-10 00:49:02,2016
782,23:10:04.000,2006-08-25 10:00:32,2006
783,11:14:48.000,2011-10-26 21:45:29,2011
784,12:29:42.000,1991-08-21 10:52:10,1991
785,4:34:10.000,2001-08-31 12:40:15,2001
786,23:36:05.000,2013-04-09 13:58:45,2013
787,6:49:03.000,1990-07-28 21:43:24,1990
788,13:05:27.000,2001-01-04 07:09:28,2001
789,8:45:13.000,1996-03-22 00:40:31,1996
790,18:00:00.000,1990-01-21 19:23:24,1990
791,9:19:05.000,1996-05-17 04:28:06,1996
792,14:22:05.000,2015-03-06 06:20:29,2015
793,2:30:07.000,1995-02-23 03:25:22,1995
794,12:24:54.000,2004-05-13 03:25:18,2004
795,9:43:33.000,1992-09-12 03:52:19,1992
796,1:53:25.000,2002-11-08 13:03:13,2002
797,22:36:50.000,2009-12-09 19:14:51,2009
798,14:24:23.000,1990-02-10 05:10:10,1990
799,15:55:15.000,1998-07-25 20:54:00,1998
800,11:04:34.000,2012-02-25 00:15:44,2012
801,14:41:28.000,2016-08-09 13:30:47,2016
802,9:26:07.000,2016-11-09 04:54:58,2016
803,17:39:19.000,2017-04-17 10:54:13,2017
804,20:00:53.000,2000-03-10 03:34:23,2000
805,20:08:20.000,2013-11-05 16:14:11,2013
806,21:56:18.000,2014-09-13 02:52:38,2014
807,17:15:34.000,2003-01-07 08:12:40,2003
808,21:21:06.000,2007-03-27 19:22:59,2007
809,15:35:25.000,1994-12-27 17:45:52,1994
810,10:00:51.000,2009-01-07 22:25:25,2009
811,15:18:43.000,2007-08-26 19:31:06,2007
812,0:40:55.000,2011-04-29 17:11:12,2011
813,8:32:13.000,1995-10-25 08:52:57,1995
814,18:03:26.000,1990-04-08 17:15:03,1990
815,7:21:44.000,2014-07-19 16:16:15,2014
816,14:59:36.000,2000-07-20 11:56:00,2000
817,12:06:35.000,1991-05-30 19:19:21,1991
818,14:08:16.000,1992-09-10 06:29:52,1992
819,9:51:17.000,2016-02-20 03:13:03,2016
820,17:57:56.000,2000-10-08 01:34:32,2000
821,21:34:34.000,1996-04-22 08:52:33,1996
822,7:33:33.000,1990-10-05 10:21:37,1990
823,22:56:57.000,2013-07-09 09:06:19,2013
824,20:21:34.000,2010-01-12 12:55:56,2010
825,21:57:27.000,2015-08-26 16:35:40,2015
826,3:36:15.000,2013-06-06 06:56:36,2013
827,0:57:37.000,2014-10-25 04:41:20,2014
828,15:07:30.000,2014-08-02 05:23:04,2014
829,3:36:40.000,2001-07-01 19:19:17,2001
830,16:48:48.000,2012-11-15 17:53:08,2012
831,16:28:44.000,1994-05-25 09:41:30,1994
832,19:19:48.000,2014-09-22 13:59:32,2014
833,19:22:21.000,2010-12-24 04:34:12,2010
834,17:02:33.000,2007-06-20 17:00:52,2007
835,23:36:15.000,1996-06-23 11:59:08,1996
836,13:31:49.000,2004-04-03 20:57:53,2004
837,16:32:00.000,1991-05-13 19:06:40,1991
838,8:22:36.000,2006-10-14 06:18:45,2006
839,12:56:41.000,1997-08-10 09:27:04,1997
840,14:40:39.000,1993-04-26 12:03:17,1993
841,19:51:03.000,1995-02-21 05:47:08,1995
842,6:45:11.000,1999-07-27 16:15:28,1999
843,17:15:34.000,2016-06-22 17:45:26,2016
844,1:01:16.000,2005-03-07 09:43:46,2005
845,0:46:10.000,1990-09-30 14:24:19,1990
846,0:21:02.000,2014-02-04 04:47:07,2014
847,0:31:25.000,2007-10-13 07:28:30,2007
848,3:29:58.000,2003-05-02 14:28:58,2003
849,6:22:34.000,2003-11-09 17:24:46,2003
850,14:29:07.000,2003-10-24 11:33:09,2003
851,21:09:24.000,2008-08-08 14:05:43,2008
852,8:09:46.000,1995-05-14 15:00:52,1995
853,14:04:59.000,2004-08-14 03:16:51,2004
854,9:19:31.000,1993-06-06 21:36:23,1993
855,1:50:37.000,2004-10-09 15:43:44,2004
856,18:07:53.000,2013-12-11 18:22:54,2013
857,4:19:05.000,2005-04-30 06:59:16,2005
858,15:07:35.000,2005-05-07 16:24:22,2005
859,4:20:12.000,2007-02-15 00:32:19,2007
860,18:25:12.000,2012-07-02 00:00:36,2012
861,4:33:42.000,2004-08-06 06:13:03,2004
862,15:09:28.000,1991-08-16 13:33:18,1991
863,23:17:37.000,2009-12-20 09:07:52,2009
864,13:22:47.000,1999-07-23 10:49:45,1999
865,16:37:28.000,1998-07-14 14:45:53,1998
866,6:35:15.000,2002-07-06 10:42:13,2002
867,17:55:48.000,2009-09-06 13:52:50,2009
868,22:44:28.000,1998-06-24 18:37:39,1998
869,10:11:34.000,2000-10-29 06:55:58,2000
870,2:09:28.000,2000-06-15 20:02:52,2000
871,13:47:23.000,2003-04-01 01:01:04,2003
872,23:53:54.000,1993-01-11 11:18:17,1993
873,2:06:03.000,2011-03-27 09:04:17,2011
874,22:37:37.000,2009-02-20 02:50:35,2009
875,22:36:30.000,2016-06-02 19:10:49,2016
876,10:08:48.000,2014-06-23 06:41:23,2014
877,10:29:06.000,2015-09-15 10:18:51,2015
878,21:43:36.000,2014-10-21 11:25:43,2014
879,18:09:34.000,2002-06-23 14:15:59,2002
880,9:38:56.000,1992-11-25 20:46:53,1992
881,17:40:50.000,2016-02-18 09:03:03,2016
882,0:06:07.000,2005-07-29 15:42:01,2005
883,17:10:34.000,2006-03-15 10:23:38,2006
884,5:05:37.000,2007-02-14 16:17:37,2007
885,10:24:56.000,1995-05-21 23:37:33,1995
886,8:01:01.000,1992-07-02 17:11:17,1992
887,18:39:35.000,2003-06-07 15:53:17,2003
888,21:38:16.000,2014-03-18 07:11:03,2014
889,13:20:05.000,2005-01-23 06:30:14,2005
890,8:07:40.000,2004-02-19 01:21:53,2004
891,14:15:27.000,1992-10-11 09:39:21,1992
892,1:42:37.000,2009-07-17 21:40:03,2009
893,13:26:42.000,1991-06-29 11:49:21,1991
894,20:26:47.000,2012-05-02 10:56:01,2012
895,17:13:17.000,1994-10-02 23:21:19,1994
896,17:17:20.000,2016-06-10 03:24:12,2016
897,15:04:28.000,2003-06-09 13:03:11,2003
898,10:59:46.000,2003-07-09 19:05:12,2003
899,21:10:11.000,2005-02-27 12:52:01,2005
900,18:59:07.000,2012-02-17 02:38:38,2012
901,13:12:29.000,2003-03-20 18:19:22,2003
902,3:34:14.000,2014-03-01 05:55:35,2014
903,5:19:00.000,2009-06-08 06:04:39,2009
904,10:55:50.000,2004-12-07 02:54:00,2004
905,11:12:57.000,2002-02-24 00:17:17,2002
906,12:00:11.000,2003-02-26 21:04:30,2003
907,7:58:28.000,1994-08-13 17:06:14,1994
908,21:25:43.000,2003-01-21 23:27:21,2003
909,3:26:01.000,2013-11-02 15:33:06,2013
910,18:28:55.000,1992-03-11 04:09:42,1992
911,17:16:43.000,2006-03-23 13:13:14,2006
912,7:29:17.000,1995-09-06 00:08:40,1995
913,2:18:26.000,1997-01-09 11:21:23,1997
914,8:48:27.000,2006-08-20 23:37:23,2006
915,9:32:59.000,2006-11-16 06:34:34,2006
916,6:02:25.000,1995-07-23 19:39:52,1995
917,1:08:38.000,2001-07-26 10:14:35,2001
918,22:58:19.000,2009-07-03 04:35:45,2009
919,13:26:12.000,2001-11-26 07:28:47,2001
920,23:28:16.000,1995-07-07 02:30:02,1995
921,3:08:43.000,2007-04-15 05:05:57,2007
922,21:17:53.000,2006-03-04 18:52:06,2006
923,6:34:44.000,1998-04-23 12:27:29,1998
924,9:52:33.000,2010-09-06 20:53:48,2010
925,14:48:16.000,2001-01-07 11:05:17,2001
926,4:33:14.000,1990-01-18 08:16:58,1990
927,22:31:30.000,2013-06-12 02:09:42,2013
928,4:52:12.000,2013-10-29 13:05:46,2013
929,20:47:19.000,1991-10-10 16:11:52,1991
930,19:13:02.000,1992-09-25 04:01:33,1992
931,8:59:48.000,1995-01-06 10:49:23,1995
932,10:44:29.000,1997-09-03 13:11:32,1997
933,15:04:28.000,2000-02-13 20:36:30,2000
934,20:27:52.000,2013-09-10 05:08:27,2013
935,17:07:13.000,2009-06-19 05:25:20,2009
936,4:45:40.000,1991-01-13 04:28:55,1991
937,20:15:19.000,1993-07-14 03:22:44,1993
938,15:34:13.000,2003-07-08 23:56:50,2003
939,20:52:24.000,2009-09-24 15:53:56,2009
940,23:55:32.000,1998-08-15 13:42:42,1998
941,3:02:18.000,1995-02-24 09:12:17,1995
942,19:59:33.000,2004-04-22 08:18:47,2004
943,18:12:49.000,1998-08-27 10:00:01,1998
944,6:33:18.000,2008-08-11 15:06:07,2008
945,9:12:17.000,2005-12-24 07:08:18,2005
946,4:49:39.000,2004-01-13 21:02:55,2004
947,3:58:59.000,1994-06-10 16:00:53,1994
948,5:52:06.000,1991-03-14 05:16:50,1991
949,12:31:47.000,1994-07-06 04:28:29,1994
950,15:40:48.000,1999-05-23 08:20:44,1999
951,3:11:57.000,1994-10-10 05:23:11,1994
952,4:54:17.000,2013-04-22 05:08:55,2013
953,20:49:58.000,1992-09-23 01:37:40,1992
954,13:31:29.000,2007-06-18 04:16:25,2007
955,19:34:08.000,1995-10-30 14:33:41,1995
956,7:33:27.000,2005-04-03 12:24:51,2005
957,21:08:34.000,2007-11-24 02:45:00,2007
958,5:51:17.000,2015-04-17 09:34:35,2015
959,19:24:29.000,1997-06-25 02:00:06,1997
960,13:51:46.000,1994-05-21 10:56:58,1994
961,5:37:35.000,1992-01-19 07:53:25,1992
962,6:26:14.000,2013-06-22 09:54:12,2013
963,23:05:26.000,2013-04-13 16:50:36,2013
964,4:59:00.000,2012-12-09 14:07:37,2012
965,8:18:48.000,2012-05-16 07:55:17,2012
966,13:35:02.000,1991-10-02 22:32:23,1991
967,22:58:17.000,2005-10-08 07:18:19,2005
968,7:25:51.000,1992-07-24 00:44:34,1992
969,16:07:13.000,1992-08-17 05:35:20,1992
970,12:43:42.000,2006-06-10 02:23:28,2006
971,9:55:46.000,2013-10-28 10:49:52,2013
972,18:45:00.000,1995-09-14 03:10:38,1995
973,2:45:52.000,2008-04-28 00:09:22,2008
974,23:58:43.000,1992-12-19 09:28:34,1992
975,3:03:44.000,2007-07-29 02:15:10,2007
976,21:55:12.000,1994-02-26 14:29:34,1994
977,2:31:08.000,1993-05-18 09:54:09,1993
978,3:06:06.000,2009-04-12 02:28:30,2009
979,10:23:27.000,1990-12-17 19:55:30,1990
980,6:52:04.000,1992-12-09 11:54:35,1992
981,16:27:10.000,2001-07-20 19:37:35,2001
982,9:19:34.000,1994-07-03 01:58:32,1994
983,0:47:04.000,2000-06-08 17:53:05,2000
984,10:50:58.000,2009-09-13 16:06:07,2009
985,6:01:35.000,2005-03-26 20:39:52,2005
986,6:29:58.000,1998-06-21 14:14:41,1998
987,20:11:54.000,1991-09-09 17:24:04,1991
988,4:25:19.000,2009-04-24 08:25:34,2009
989,4:07:42.000,2014-02-25 22:26:11,2014
990,5:07:40.000,2000-04-23 10:33:25,2000
991,10:01:56.000,2010-05-13 05:40:08,2010
992,1:45:49.000,2008-06-30 15:58:28,2008
993,9:23:23.000,1992-06-09 21:19:43,1992
994,10:55:28.000,2005-06-01 20:26:55,2005
995,15:52:38.000,1995-05-14 17:37:06,1995
996,6:52:12.000,2012-05-01 20:22:30,2012
997,14:36:00.000,2011-09-21 14:16:19,2011
998,21:35:44.000,1999-06-06 10:39:07,1999
999,14:39:14.000,2014-12-16 22:49:30,2014
1000,23:46:03.000,2005-12-23 11:17:59,2005
