id,nombre,precio,localidad,tipoProducto
877,Caprice,$605.58,9,4
878,Lewiss,$928.81,5,9
879,Wallache,$496.90,4,7
880,Persis,$112.42,8,2
881,Kaine,$141.54,4,9
882,Verina,$742.87,4,3
883,See,$55.88,8,5
884,Leonelle,$231.52,8,6
885,Anstice,$961.04,5,4
886,Thadeus,$688.62,1,5
887,Ellie,$219.55,2,4
888,Boigie,$286.34,9,6
889,Lars,$830.99,4,2
890,Bastian,$664.17,8,1
891,Daria,$889.10,2,7
892,Jarrad,$994.49,10,9
893,Christy,$712.73,5,5
894,Gretna,$752.28,8,10
895,Puff,$475.42,2,2
896,Sinclare,$837.71,1,8
897,Bryana,$846.57,2,5
898,Dionisio,$531.87,1,6
899,Lorrayne,$894.54,7,1
900,Finlay,$857.05,6,6
901,Alan,$693.80,6,8
902,Mill,$558.43,10,5
903,Jeno,$947.80,2,9
904,Addy,$470.69,10,10
905,Fey,$408.62,3,7
906,Sauveur,$21.37,10,1
907,Carey,$160.26,9,5
908,Pamelina,$709.00,9,4
909,Kristopher,$659.41,4,5
910,Antonino,$713.02,8,3
911,Millisent,$537.92,9,6
912,Ada,$264.44,5,6
913,Trip,$457.39,3,2
914,Page,$429.13,1,9
915,Rori,$32.07,7,1
916,Kathye,$164.49,10,4
917,Halsy,$714.56,1,5
918,Loleta,$887.17,7,2
919,Arch,$322.39,2,9
920,Sibella,$394.82,7,5
921,Veronique,$881.13,7,5
922,Courtnay,$313.18,7,8
923,Maison,$632.18,3,10
924,Karney,$241.84,7,2
925,Glenn,$483.10,3,3
926,Gothart,$387.92,4,9
927,Elset,$987.41,5,8
928,Cory,$967.92,3,8
929,Ariadne,$878.36,9,10
930,Fayre,$571.17,3,3
931,Brigitta,$308.37,9,2
932,Renata,$488.47,1,3
933,Tobi,$440.75,7,2
934,Ansley,$88.27,2,3
935,Leoline,$921.51,9,5
936,Georas,$731.35,1,7
937,Lexy,$691.42,10,4
938,Aurthur,$737.15,1,3
939,Netty,$73.83,6,1
940,Emelda,$793.25,10,9
941,Rowe,$542.26,3,2
942,Elisa,$261.54,4,1
943,Hoebart,$676.85,3,6
944,Hildegarde,$182.65,4,4
945,Marthena,$108.56,7,1
946,Fidel,$679.32,2,5
947,Ivar,$173.47,7,6
948,Heath,$485.53,3,6
949,Curtis,$446.42,2,8
950,Emilie,$235.56,7,1
951,Yorgo,$959.23,8,4
952,Dorotea,$631.71,6,6
953,Kylynn,$468.89,2,9
954,Kerk,$862.88,4,5
955,Norbie,$67.91,10,8
956,Wally,$448.92,6,9
957,Austin,$526.65,2,9
958,Dynah,$669.11,6,9
959,Jodie,$972.20,2,7
960,Sanderson,$836.56,6,9
961,Courtney,$795.73,8,10
962,Augusta,$779.26,5,1
963,Aida,$957.45,10,1
964,Eadie,$267.49,6,1
965,Jabez,$872.65,5,4
966,Manfred,$62.30,8,4
967,Erroll,$389.04,6,4
968,Bennie,$206.06,7,8
969,Vicky,$671.72,2,6
970,Audry,$786.32,10,2
971,Pippo,$167.01,4,2
972,Violante,$266.43,4,6
973,Melodie,$258.36,4,4
974,Francesca,$630.90,4,1
975,Jeri,$618.64,4,5
976,Ilka,$287.98,4,9
977,Cchaddie,$726.95,5,3
978,Gretta,$145.09,3,4
979,Chiquita,$123.01,4,6
980,Ronda,$49.94,9,9
981,Lacie,$77.29,7,1
982,Si,$277.43,5,1
983,Alvera,$627.84,1,8
984,Brew,$944.50,9,7
985,Marlowe,$697.97,6,3
986,Dickie,$166.61,2,6
987,Holden,$525.87,8,4
988,Leta,$931.51,2,2
989,Yorgo,$518.40,3,5
990,Gawen,$700.64,3,1
991,Ransom,$356.26,5,9
992,Rana,$718.44,4,1
993,Gerik,$86.83,6,7
994,Alanah,$405.84,5,4
995,Delmore,$579.32,10,3
996,Bobbee,$260.60,5,9
997,Nonah,$368.03,6,7
998,Arny,$969.37,6,9
999,Pincus,$778.73,6,1
1000,Gard,$761.92,4,5
