id,nombre,precio,localidad,tipoProducto
876,Nona,$871.63,7,3
877,Kizzee,$56.85,6,8
878,Anthony,$383.66,4,10
879,Elna,$470.99,9,2
880,Hayward,$25.62,7,8
881,Eveleen,$542.47,7,1
882,Jennifer,$887.61,6,10
883,Frederic,$879.33,9,1
884,Idaline,$875.22,8,7
885,Lanny,$372.54,8,2
886,Eduino,$47.77,4,3
887,Odell,$751.35,1,9
888,Saunders,$677.84,7,5
889,Sayer,$565.99,8,9
890,Bebe,$80.89,1,1
891,Pierre,$983.49,9,10
892,Isabel,$281.56,1,2
893,Beale,$433.74,10,7
894,Leonhard,$255.76,1,8
895,Kimberley,$360.46,8,3
896,Nevsa,$356.61,7,3
897,Velvet,$601.14,4,7
898,Nahum,$847.14,8,1
899,Oliver,$997.52,5,8
900,Ira,$836.97,8,5
901,Evyn,$283.38,2,10
902,Kesley,$562.50,4,1
903,Tessa,$443.07,6,3
904,Noami,$83.52,10,10
905,James,$747.27,6,7
906,Kenyon,$434.94,6,2
907,Pru,$831.65,2,5
908,Constanta,$258.91,1,1
909,Inge,$708.23,3,2
910,Zechariah,$920.35,6,10
911,Marietta,$876.28,8,1
912,Mayne,$486.15,4,7
913,Ardella,$762.97,5,3
914,Sandi,$690.78,2,10
915,Ange,$760.74,10,5
916,Timmie,$793.51,2,6
917,Lanny,$697.88,1,2
918,Burty,$420.39,10,5
919,Elisabetta,$372.06,6,9
920,Kerwin,$575.00,7,3
921,Hetti,$237.16,1,9
922,Gil,$799.83,5,7
923,Roslyn,$34.06,5,8
924,Federica,$211.10,10,7
925,Gwenette,$548.66,6,6
926,Nicko,$912.00,1,1
927,Loydie,$177.90,10,8
928,Giselle,$522.76,2,3
929,Adelice,$464.69,6,2
930,Ezechiel,$240.16,8,1
931,Carina,$574.98,1,2
932,Don,$656.41,5,9
933,Nissa,$127.38,3,10
934,Doloritas,$940.56,7,2
935,Alla,$313.09,6,7
936,Cyndy,$27.01,10,9
937,Normy,$679.32,2,6
938,Irina,$78.99,6,8
939,Deeanne,$909.48,7,9
940,Zsazsa,$132.16,6,4
941,Christiana,$145.53,4,3
942,Wilmer,$153.57,7,4
943,Valera,$616.87,4,1
944,Celesta,$137.32,6,9
945,Rubie,$126.71,6,7
946,Gennifer,$918.23,2,4
947,Grissel,$889.51,4,8
948,Florella,$148.20,6,9
949,Georgie,$43.42,10,10
950,Rica,$65.69,2,6
951,Sandra,$444.21,1,9
952,Zackariah,$826.33,1,10
953,Guillemette,$546.11,1,4
954,Zolly,$660.31,1,3
955,Poul,$733.56,3,2
956,Rogerio,$99.16,7,10
957,Bucky,$673.20,9,6
958,Hilliary,$399.67,7,8
959,Aharon,$320.50,5,8
960,Tommy,$294.99,4,8
961,Packston,$830.76,10,9
962,Thomasa,$683.81,7,6
963,Gayle,$410.51,2,2
964,Aldous,$392.21,1,4
965,Roslyn,$416.81,5,8
966,Joye,$863.42,6,4
967,Erick,$19.56,6,4
968,Heindrick,$790.21,1,3
969,Zorah,$826.68,8,5
970,Florrie,$832.24,6,1
971,Kerrin,$632.75,2,2
972,Clayton,$648.81,2,2
973,Avery,$773.07,4,7
974,Selma,$653.32,1,7
975,Cindra,$143.27,9,4
976,Harv,$556.03,1,10
977,Vance,$592.11,1,6
978,Johnny,$192.05,1,4
979,Stephenie,$100.32,3,7
980,Daune,$375.76,5,2
981,Charlot,$97.51,10,2
982,Dayle,$544.97,4,7
983,Raymund,$596.97,3,5
984,Christoffer,$809.87,7,8
985,Jerome,$626.13,10,4
986,Zolly,$436.02,3,9
987,Leela,$468.44,9,10
988,Osborn,$384.32,7,4
989,Leola,$148.46,4,9
990,Dario,$311.85,10,9
991,Marigold,$843.80,9,5
992,Tomkin,$629.48,2,9
993,Laurence,$588.47,7,9
994,Adelaida,$759.16,8,7
995,Desiri,$434.90,3,5
996,Jeremy,$182.18,1,7
997,Ivette,$886.87,6,7
998,Morton,$495.61,5,6
999,Maxine,$534.50,10,2
1000,Elora,$47.05,7,3
